"","X.x","Entry","X.y","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage","V2"
"365","LOC105317322","LOC105317322",4,0.202990141152892,2.1677537070874,0.700473292765382,0.289789979503019,0.200443847020569,7.2597737274045e-174,3.91764977470911e-168,"uncharacterized LOC105317322"
"366","LOC105317369","LOC105317369",18,0.0869750526670724,5.37256602458264,0.973684210526316,0.0893257297661825,0.00524418831807623,0.19694659524684,1,"uncharacterized LOC105317369"
"367","LOC105317369","LOC105317369",2,0.0911548333616623,5.92671175047321,0.945215311004785,0.0964381684261575,0.00244403026398689,0.00110275472363189,1,"uncharacterized LOC105317369"
"368","LOC105317498","LOC105317498",6,0.133005534107605,1.53911529318509,0.695293546821931,0.191294072432501,0.131702388362955,2.3474214611516e-100,1.26675782245293e-94,"uncharacterized LOC105317498"
"369","LOC105317504","LOC105317504",19,0.443173520354813,1.91304459983729,0.483870967741935,0.915891942066615,0.408606069725251,4.91776300440811e-26,2.65381179217278e-20,"uncharacterized LOC105317504"
"37","LOC105321987","LOC105321987",12,0.450340531252064,1.8350248262264,0.864347826086956,0.521017717243333,0.590697952434397,1.05029275707335e-251,5.66777882841548e-246,"protein odd-skipped-related 2-like"
"370","LOC105317582","LOC105317582",10,0.197637144857765,1.77438913971476,0.78562421185372,0.251567023871922,0.290557941559052,1.73595090361813e-145,9.36785073726682e-140,"tryptophan 2"
"371","LOC105317616","LOC105317616",18,0.114467087480303,0.325063412378467,0.184210526315789,0.621392760607359,0.14614068181082,9.47703397622512e-12,5.11416766086217e-06,"alpha-2C adrenergic receptor-like"
"372","LOC105317751","LOC105317751",14,0.346870310272782,2.82259519401002,0.471938775510204,0.734990062848274,0.28259334691504,1.78426909768641e-97,9.62859407337301e-92,"transcription factor GATA-3"
"373","LOC105317899","LOC105317899",8,0.301348641770963,2.18705552816115,0.76457399103139,0.394139279266421,0.365319156321521,2.29617032981668e-233,1.23910076444161e-227,"roundabout homolog 1"
"374","LOC105318021","LOC105318021",1,0.0843209179827848,6.7355350702226,0.976272748214697,0.0863702465699077,0.00873600159312415,5.398609518721e-10,0.000291329484346356,"THAP domain-containing protein 11-like"
"375","LOC105318111","LOC105318111",13,0.290180068597856,4.14121375905348,0.883374689826303,0.328490358553191,0.41799114218731,4.47830763371891e-146,2.4166649748448e-140,"TLC domain-containing protein 2-like"
"376","LOC105318129","LOC105318129",3,0.0744518243718787,1.54684960430298,0.567916797982981,0.131096358896765,0.0175469959062352,6.15436856222352e-17,3.32113114218118e-11,"RNA-binding protein 25"
"377","LOC105318289","LOC105318289",4,0.168479217160902,3.31448591005399,0.83130493576741,0.202668371029666,0.187118264250045,2.756829124856e-162,1.48768975527904e-156,"centrosome and spindle pole-associated protein 1"
"378","LOC105318289","LOC105318289",7,0.217176709409157,3.75018495678875,0.976057055527254,0.222504113032451,0.448698376232546,0,0,"centrosome and spindle pole-associated protein 1"
"379","LOC105318307","LOC105318307",19,0.436241212379136,2.00865644524213,0.612903225806452,0.711761978092274,0.414776908722172,2.10175334860839e-26,1.13418597353633e-20,"microtubule-associated protein 2"
"38","LOC105323051","LOC105323051",12,0.336283140644819,1.02062842162299,0.695652173913043,0.483407014676927,0.364953333190244,4.7270890149463e-155,2.55091686184759e-149,"transcription factor Sp5"
"380","LOC105318319","LOC105318319",19,0.23656532782741,0.45775760524596,0.258064516129032,0.916690645331212,0.201312028103908,1.32706309340196e-13,7.16133673597246e-08,"betaine--homocysteine S-methyltransferase 1"
"381","LOC105318387","LOC105318387",15,0.537588299082873,1.55283711635749,0.805232558139535,0.667618681893532,0.59456437924868,1.08575057006828e-189,5.85912266130505e-184,"SPRY domain-containing SOCS box protein 3"
"382","LOC105318662","LOC105318662",6,0.105701729320201,0.658361527756507,0.577389616690927,0.183068289183978,0.118159079852813,3.70482603707786e-90,1.99926491299662e-84,"WD repeat and SOCS box-containing protein 1-like"
"383","LOC105318721","LOC105318721",5,0.109397213147355,0.635494910950544,0.531409168081494,0.205862487360357,0.120767512793734,8.06622814876341e-97,4.35284322574239e-91,"cell division control protein 45 homolog"
"384","LOC105318730","LOC105318730",5,0.102827465179422,1.75083909980095,0.817911714770798,0.125719516327306,0.0744509386530551,3.17586865272053e-60,1.7138194080168e-54,"uncharacterized LOC105318730"
"385","LOC105318934","LOC105318934",19,0.29104147640163,2.46261664009407,0.419354838709677,0.694021982188502,0.242659966081059,4.3247403778536e-16,2.33379424802416e-10,"uncharacterized LOC105318934"
"386","LOC105319233","LOC105319233",3,0.139194958004493,3.65378487627704,0.783170501103057,0.177732636518413,0.0756863659169112,7.61451836401181e-68,4.10908346091861e-62,"helicase domino"
"387","LOC105319233","LOC105319233",8,0.16065145604225,4.00539006566032,0.84304932735426,0.190559971794796,0.139095347735211,5.06040045059251e-89,2.73078437835684e-83,"helicase domino"
"388","LOC105319252","LOC105319252",16,0.371143104317026,1.33251737543052,0.452830188679245,0.8196076887001,0.334391066489464,8.39564242459184e-51,4.53060768672189e-45,"uncharacterized LOC105319252"
"389","LOC105319247","LOC105319247",3,0.0929736760203402,1.86911573930278,0.632839583989915,0.146915076699472,0.0370018207830147,5.60480088094092e-34,3.0245635377892e-28,"uncharacterized LOC105319247"
"39","LOC105325414","LOC105325414",4,0.207285231442683,1.86696283127061,0.591277890466531,0.35057159211404,0.178345932123714,1.12577443177399e-154,6.07510662813654e-149,"uncharacterized LOC105325414"
"390","LOC105319306","LOC105319306",7,0.208481608356862,0.71930507045956,0.816097809475293,0.255461546319925,0.375283904740503,3.19477831235279e-281,1.72402377892143e-275,"protein IQ-DOMAIN 14"
"391","LOC105319359","LOC105319359",1,0.0844439271040615,8.71909454327308,0.99239806496199,0.0850907816988697,0.00680437581151909,4.31164547768367e-08,0.0232672774228626,"myb-like protein X"
"392","LOC105319359","LOC105319359",17,0.0767638820239815,7.64778805267335,1,0.0767638820239815,2.71915470827979e-05,0.89594565363923,1,"myb-like protein X"
"393","LOC105319359","LOC105319359",2,0.075024560475741,7.56607303096307,0.985645933014354,0.0761171511622809,0.000900160990826765,0.0476935973927039,1,"myb-like protein X"
"394","LOC105319359","LOC105319359",3,0.0724178963891452,7.25023498199648,0.983926883075953,0.0736008921341312,0.00370061885289885,0.000123900411788958,1,"myb-like protein X"
"395","LOC105319359","LOC105319359",6,0.0949004300493786,10.0377282863795,0.999029597282872,0.0949926111373333,0.0600798031621241,1.40998151631635e-46,7.60879605501922e-41,"myb-like protein X"
"396","LOC105319396","LOC105319396",7,0.217952420267959,0.617238563949272,0.813550687722873,0.267902693165938,0.366294251214037,2.22044112318665e-274,1.1982344068342e-268,"uncharacterized LOC105319396"
"397","LOC105319406","LOC105319406",7,0.217511439508299,1.77836365113456,0.93937850229241,0.231548240647935,0.404226146112378,2.64962858877516e-303,1.42984027238945e-297,"uncharacterized LOC105319406"
"398","LOC105319445","LOC105319445",4,0.128671383179153,0.80710208850328,0.374915483434753,0.343201038272257,0.0962150343550943,7.46004589513119e-84,4.0257242467568e-78,"dynein heavy chain 6"
"399","LOC105319597","LOC105319597",19,0.302470705526799,0.449100417267528,0.32258064516129,0.937659187133077,0.264543574104464,2.0984164867709e-17,1.13238527608807e-11,"forkhead box protein L2-like"
"4","LOC105325867","LOC105325867",11,0.143230876854753,0.852790590637519,0.417624521072797,0.342965677606334,0.136694778244057,1.31382945350952e-68,7.08992298632972e-63,"potassium voltage-gated channel subfamily C member 3"
"40","LOC105325875","LOC105325875",5,0.108517351644457,1.40920564657233,0.735993208828523,0.147443414345063,0.0964429983912953,1.40517491778257e-77,7.58285782282351e-72,"protein DBF4 homolog A"
"400","LOC105319638","LOC105319638",17,0.075297799317997,3.49984640667304,0.855670103092783,0.0879986329379001,3.43901586491129e-05,0.883067979044747,1,"oxalate:formate antiporter-like"
"401","LOC105319661","LOC105319661",8,0.118228063815557,0.54601230919125,0.298206278026906,0.396464033546904,0.0944102652565798,6.9888368361233e-61,3.7714419325719e-55,"uncharacterized LOC105319661"
"402","LOC105320035","LOC105320035",17,0.0744160262653972,2.06313697933907,0.65979381443299,0.112786789808493,0.0138685532611203,0.00313822881651568,1,"tektin-4"
"403","LOC105320108","LOC105320108",10,0.165972302617817,1.27419983604909,0.723833543505675,0.229296229923221,0.239037469984382,8.69560866052457e-120,4.69248086634816e-114,"adenosine receptor A2b-like"
"404","LOC105320117","LOC105320117",1,0.0816204591988024,3.92002552958394,0.908316056208247,0.0898590954557447,0.00128805534615691,0.0171873724618801,1,"serine/arginine-rich splicing factor 6"
"405","LOC105320235","LOC105320235",4,0.12569983016304,0.644110211804521,0.322515212981744,0.389748530002382,0.0943435886218579,3.00478055166304e-82,1.62149376733834e-76,"submandibular gland secretory Glx-rich protein CB-like"
"406","LOC105320409","LOC105320409",3,0.14417433805896,5.82619364321022,0.854081311062086,0.168806337513313,0.0657802575996125,3.6590126532091e-59,1.97454227015245e-53,"histone H2B"
"407","LOC105320408","LOC105320408",3,0.197661751696959,9.08684104441252,0.884021430822565,0.223593846037237,0.166676613045272,4.39523217910877e-148,2.3718343026699e-142,"histone H2A"
"408","LOC105320408","LOC105320408",4,0.181306331683632,7.78906078159545,0.911088573360379,0.1989996768535,0.202590833163224,9.84520017623733e-176,5.31284413270436e-170,"histone H2A"
"409","LOC105320593","LOC105320593",16,0.325515567870682,0.988659145121828,0.367924528301887,0.884734620366469,0.271635858002944,1.43950223518142e-41,7.76810107188831e-36,"multiple epidermal growth factor-like domains protein 10"
"41","LOC105325929","LOC105325929",19,0.244591923135799,0.660534946230084,0.32258064516129,0.758234961720978,0.226076460301031,4.2921683385458e-15,2.31621713787618e-09,"uncharacterized LOC105325929"
"410","LOC105320594","LOC105320594",13,0.239244184513999,2.04867902638175,0.699751861042184,0.341898604110431,0.297923728664258,2.53979157754371e-104,1.37056804732253e-98,"uncharacterized LOC105320594"
"411","LOC105320652","LOC105320652",14,0.206061160915737,1.02760319410395,0.85969387755102,0.239691320709107,0.332350213939294,1.86213540186407e-114,1.00487902399113e-108,"uncharacterized LOC105320652"
"412","LOC105320748","LOC105320748",5,0.1031804179041,2.98205999857586,0.909592529711375,0.113435867747112,0.0590739867563708,4.13559265624655e-48,2.23172294983157e-42,"cell division control protein 6 homolog"
"413","LOC105320748","LOC105320748",6,0.0936813236042171,2.56838631990367,0.927219796215429,0.101034645708159,0.0524443883044398,7.32412093267143e-41,3.95237397186494e-35,"cell division control protein 6 homolog"
"414","LOC105321026","LOC105321026",5,0.136659438453913,2.06121788250544,0.83616298811545,0.163436363958081,0.161507141938314,3.61700606494103e-129,1.95187391887265e-123,"ubiquitin-conjugating enzyme E2 S-like"
"415","LOC105321094","LOC105321094",11,0.197660754286856,1.41292384986275,0.409961685823755,0.482144456718406,0.171073348269432,1.64450008256251e-85,8.87434735553868e-80,"forkhead box protein C1"
"416","LOC105321187","LOC105321187",13,0.268982916449389,5.52420269690298,0.910669975186104,0.295368161659684,0.388013238185278,1.26342355095062e-135,6.8179135818789e-130,"sodium channel protein 1 brain"
"417","LOC105321214","LOC105321214",13,0.321794520006559,10.211163163945,0.930521091811414,0.345821844167048,0.442793086063558,9.81418119806121e-155,5.29610511335936e-149,"CD63 antigen"
"418","LOC105321334","LOC105321334",5,0.126035171911217,1.8945323107075,0.789049235993209,0.159730427661553,0.120283309701156,1.95072542116611e-96,1.05268556482724e-90,"sodium-dependent proline transporter"
"419","LOC105321376","LOC105321376",16,0.250783451850116,2.61999024357994,0.273584905660377,0.916656755038354,0.196348252225872,1.71194282851755e-30,9.23829404095552e-25,"uncharacterized LOC105321376"
"42","LOC105325948","LOC105325948",10,0.148653043769565,3.04998103400422,0.837326607818411,0.17753292727299,0.168120981903087,1.41220511031698e-84,7.62079541321233e-79,"transient receptor potential cation channel subfamily M member 2"
"420","LOC105321539","LOC105321539",5,0.116152357356001,3.05066482582872,0.904074702886248,0.128476504192834,0.118364956953916,6.44862027172799e-95,3.47992054619475e-89,"uncharacterized LOC105321539"
"421","LOC105321584","LOC105321584",3,0.129828001412716,2.54649421444398,0.593759848723605,0.218654059704113,0.0832275331528925,1.84728035772375e-74,9.96862677681331e-69,"cysteine sulfinic acid decarboxylase"
"422","LOC105321610","LOC105321610",12,0.132366653423366,1.19189069190937,0.859130434782609,0.15407049740574,0.187256472895215,5.215436974546e-80,2.81444797807006e-74,"structural maintenance of chromosomes protein 6"
"423","LOC105321692","LOC105321692",16,0.367849558463597,1.97990897997463,0.424528301886792,0.866490071047583,0.312922698004949,1.21237913052332e-47,6.54245849237342e-42,"cytochrome P450 2C31-like"
"424","LOC105321704","LOC105321704",13,0.30123486771222,3.23903389917751,0.841191066997519,0.358105167221312,0.385806293033858,7.41680093267053e-135,4.00238762170446e-129,"uncharacterized LOC105321704"
"425","LOC105321833","LOC105321833",19,0.365958594079354,1.26517350790504,0.419354838709677,0.872670493573844,0.349826825546163,1.62130852615203e-22,8.74919690435629e-17,"uncharacterized LOC105321833"
"426","LOC105322262","LOC105322262",1,0.0838664943750998,4.29347435639718,0.921677032941719,0.0909933646794072,0.00860207139645937,7.30857940019513e-10,0.00039439871703625,"glutamine synthetase 2 cytoplasmic-like"
"427","LOC105322262","LOC105322262",10,0.16682662697978,9.49236825790622,0.994955863808323,0.167672389347231,0.385464066206568,4.1592573677667e-193,2.24449332742688e-187,"glutamine synthetase 2 cytoplasmic-like"
"428","LOC105322262","LOC105322262",17,0.0754073019374068,4.12121540939948,0.855670103092783,0.0881266058786562,0.000293354922698562,0.667506098349575,1,"glutamine synthetase 2 cytoplasmic-like"
"429","LOC105322262","LOC105322262",18,0.087743304235316,4.3918861468533,0.947368421052632,0.0926179322483891,0.0103743603707669,0.0695482809812535,1,"glutamine synthetase 2 cytoplasmic-like"
"43","LOC105325948","LOC105325948",8,0.247582119922062,5.37213669655968,0.90881913303438,0.272421773401084,0.347857059262308,4.20849289688503e-222,2.27106268988924e-216,"transient receptor potential cation channel subfamily M member 2"
"430","LOC105322262","LOC105322262",2,0.0779910626503962,3.97681783732013,0.910047846889952,0.0856999584328749,0.00245117876989833,0.00108434093530107,1,"glutamine synthetase 2 cytoplasmic-like"
"431","LOC105322262","LOC105322262",6,0.112158636122311,5.71544119265063,0.986899563318777,0.113647467575262,0.0869961445943061,9.5502034460049e-67,5.15365268719519e-61,"glutamine synthetase 2 cytoplasmic-like"
"432","LOC105322265","LOC105322265",11,0.13619154108507,5.98023831222743,0.992337164750958,0.137243213217001,0.240557605205189,8.49833081594464e-120,4.58602224485474e-114,"glutamine synthetase"
"433","LOC105322265","LOC105322265",6,0.107490852766646,4.47288223044917,0.97962154294032,0.109726918054511,0.100985366018238,3.01676769040226e-77,1.6279624829133e-71,"glutamine synthetase"
"434","LOC105322544","LOC105322544",11,0.166754872845736,1.3954958391913,0.817369093231162,0.204014164747205,0.232939018745301,4.98101037552123e-116,2.68794247702552e-110,"ADP-ribosylation factor-like protein 4C"
"435","LOC105322566","LOC105322566",13,0.218024753666245,2.11678976215659,0.751861042183623,0.289980117912531,0.28069220952421,2.37278988636368e-98,1.28044758869752e-92,"transmembrane channel-like protein 7"
"436","LOC105322767","LOC105322767",16,0.358045591063198,2.03425465621209,0.537735849056604,0.665839169345597,0.353784917152763,1.17245473751561e-53,6.32701129643451e-48,"PTB domain-containing engulfment adapter protein 1"
"437","LOC105322839","LOC105322839",11,0.240056517522209,1.44056615949457,0.763729246487867,0.314321493678745,0.286361836857434,1.69356121838085e-142,9.13909988764606e-137,"probable transporter mch1"
